Date,token,price
2022-10-01,SOL-USD,32.46939468
2022-10-02,SOL-USD,32.05569839
2022-10-03,SOL-USD,32.96762085
2022-10-04,SOL-USD,34.12247086
2022-10-05,SOL-USD,34.07388306
2022-10-06,SOL-USD,33.34281921
2022-10-07,SOL-USD,33.00146484
2022-10-08,SOL-USD,32.57793427
2022-10-09,SOL-USD,32.91388321
2022-10-10,SOL-USD,31.97083473
2022-10-11,SOL-USD,30.77686882
2022-10-12,SOL-USD,31.16548538
2022-10-13,SOL-USD,30.54451942
2022-10-14,SOL-USD,30.00741768
2022-10-15,SOL-USD,29.5753479
2022-10-16,SOL-USD,30.16884041
2022-10-17,SOL-USD,31.2248764
2022-10-18,SOL-USD,30.16433144
2022-10-19,SOL-USD,28.9007988
2022-10-20,SOL-USD,28.08509636
2022-10-21,SOL-USD,28.10867691
2022-10-22,SOL-USD,28.01386261
2022-10-23,SOL-USD,29.27007103
2022-10-24,SOL-USD,28.31006432
2022-10-25,SOL-USD,30.93997574
2022-10-26,SOL-USD,31.28472137
2022-10-27,SOL-USD,30.63062477
2022-10-28,SOL-USD,32.11126328
2022-10-29,SOL-USD,32.85712814
2022-10-30,SOL-USD,32.96593094
2022-10-31,SOL-USD,32.61103821
2022-11-01,SOL-USD,32.24842453
2022-11-02,SOL-USD,30.7880764
2022-11-03,SOL-USD,30.8438797
2022-11-04,SOL-USD,33.78085327
2022-11-05,SOL-USD,36.76576233
2022-11-06,SOL-USD,32.68358231
2022-11-07,SOL-USD,29.60134506
2022-11-08,SOL-USD,24.15293694
2022-11-09,SOL-USD,13.94085693
2022-11-10,SOL-USD,17.68140793
2022-11-11,SOL-USD,16.32674599
2022-11-12,SOL-USD,14.53900146
2022-11-13,SOL-USD,13.16452885
2022-11-14,SOL-USD,14.00135612
2022-11-15,SOL-USD,14.30129433
2022-11-16,SOL-USD,14.28550816
2022-11-17,SOL-USD,13.63873482
2022-11-18,SOL-USD,13.2474966
2022-11-19,SOL-USD,12.85101414
2022-11-20,SOL-USD,12.25283337
2022-11-21,SOL-USD,11.84620857
2022-11-22,SOL-USD,12.43562508
2022-11-23,SOL-USD,14.35151196
2022-11-24,SOL-USD,14.58235073
2022-11-25,SOL-USD,14.06313801
2022-11-26,SOL-USD,14.15919399
2022-11-27,SOL-USD,14.11576653
2022-11-28,SOL-USD,13.40451813
2022-11-29,SOL-USD,13.36973381
2022-11-30,SOL-USD,14.11544514
2022-12-01,SOL-USD,13.48096848
2022-12-02,SOL-USD,13.71564007
2022-12-03,SOL-USD,13.30245781
2022-12-04,SOL-USD,13.7182188
2022-12-05,SOL-USD,13.83111286
2022-12-06,SOL-USD,14.2888546
2022-12-07,SOL-USD,13.51965332
2022-12-08,SOL-USD,13.68922234
2022-12-09,SOL-USD,13.5801878
2022-12-10,SOL-USD,13.57699585
2022-12-11,SOL-USD,13.42780972
2022-12-12,SOL-USD,13.20302677
