Date,GOLD,SPX
19/02/2022,1915.845459,
20/02/2022,1935.629395,
21/02/2022,1952.762085,
22/02/2022,1909.236694,4304.759766
23/02/2022,1921.450073,4225.5
24/02/2022,1934.810913,4288.700195
25/02/2022,1897.698364,4384.649902
26/02/2022,1889.610718,
27/02/2022,1914.87915,
28/02/2022,1896.833374,4373.939941
01/03/2022,1933.066528,4306.259766
02/03/2022,1923.682007,4386.540039
03/03/2022,1934.783203,4363.490234
04/03/2022,1970.306763,4328.870117
05/03/2022,1973.535767,
06/03/2022,1993.025513,
07/03/2022,2005.298096,4201.089844
08/03/2022,2055.900635,4170.700195
09/03/2022,1993.776855,4277.879883
10/03/2022,2001.53479,4259.52002
11/03/2022,1987.044067,4204.310059
12/03/2022,1992.044556,
13/03/2022,1986.010986,
14/03/2022,1960.924683,4173.109863
15/03/2022,1926.214844,4262.450195
16/03/2022,1935.588989,4357.859863
17/03/2022,1949.947754,4411.669922
18/03/2022,1923.830933,4463.120117
19/03/2022,1918.906494,
20/03/2022,1922.821411,
21/03/2022,1937.536255,4461.180176
22/03/2022,1919.909302,4511.609863
23/03/2022,1947.290649,4456.240234
24/03/2022,1955.869263,4520.160156
25/03/2022,1957.964966,4543.060059
26/03/2022,1964.426636,
27/03/2022,1953.050293,
28/03/2022,1925.259155,4575.52002
29/03/2022,1919.106445,4631.600098
30/03/2022,1930.069946,4602.450195
31/03/2022,1934.363647,4530.410156
01/04/2022,1923.264282,4545.859863
02/04/2022,1921.917847,
03/04/2022,1923.289307,
04/04/2022,1931.587036,4582.640137
05/04/2022,1920.643433,4525.120117
06/04/2022,1922.102539,4481.149902
07/04/2022,1930.364258,4500.209961
08/04/2022,1945.397339,4488.279785
09/04/2022,1949.114624,
10/04/2022,1943.121338,
11/04/2022,1953.721069,4412.529785
12/04/2022,1968.841431,4397.450195
13/04/2022,1981.063477,4446.589844
14/04/2022,1975.895752,4392.589844
15/04/2022,1981.219238,
16/04/2022,1980.134888,
17/04/2022,1986.313477,
18/04/2022,1979.894409,4391.689941
19/04/2022,1955.123657,4462.209961
20/04/2022,1962.889771,4459.450195
21/04/2022,1959.189453,4393.660156
22/04/2022,1937.474854,4271.779785
23/04/2022,1934.819702,
24/04/2022,1935.546021,
25/04/2022,1907.797729,4296.120117
26/04/2022,1908.039185,4175.200195
27/04/2022,1894.254761,4183.959961
28/04/2022,1900.843994,4287.5
29/04/2022,1904.972778,4131.930176
30/04/2022,1901.595947,
01/05/2022,1904.331421,
02/05/2022,1869.732788,4155.379883
03/05/2022,1871.64624,4175.47998
04/05/2022,1889.063232,4300.169922
05/05/2022,1878.257202,4146.870117
06/05/2022,1885.41748,4123.339844
07/05/2022,1887.622925,
08/05/2022,1884.979126,
09/05/2022,1851.635132,3991.23999
10/05/2022,1836.51709,4001.050049
11/05/2022,1858.143677,3935.179932
12/05/2022,1836.147461,3930.080078
13/05/2022,1809.033447,4023.889893
14/05/2022,1811.555542,
15/05/2022,1811.131226,
16/05/2022,1825.412231,4008.01001
17/05/2022,1819.471069,4088.850098
18/05/2022,1816.976685,3923.679932
19/05/2022,1852.999756,3900.790039
20/05/2022,1852.856079,3901.360107
21/05/2022,1853.769165,
22/05/2022,1852.485229,
23/05/2022,1854.969482,3973.75
24/05/2022,1870.304688,3941.47998
25/05/2022,1857.5,3978.72998
26/05/2022,1850.585693,4057.840088
27/05/2022,1854.062012,4158.240234
28/05/2022,1855.692749,
29/05/2022,1851.87854,
30/05/2022,1857.577026,
31/05/2022,1838.105957,4132.149902
01/06/2022,1850.57312,4101.22998
02/06/2022,1871.145874,4176.819824
03/06/2022,1855.750732,4108.540039
04/06/2022,1860.404419,
05/06/2022,1857.887573,
06/06/2022,1845.455688,4121.430176
07/06/2022,1855.936401,4160.680176
08/06/2022,1855.543335,4115.77002
09/06/2022,1847.127808,4017.820068
10/06/2022,1873.052246,3900.860107
11/06/2022,1880.163696,
12/06/2022,1882.606079,
13/06/2022,1826.766968,3749.629883
14/06/2022,1815.40918,3735.47998
15/06/2022,1838.349609,3789.98999
16/06/2022,1858.127075,3666.77002
17/06/2022,1842.154663,3674.840088
18/06/2022,1826.274902,
19/06/2022,1842.924438,
20/06/2022,1846.912842,
21/06/2022,1835.442139,3764.790039
22/06/2022,1841.505005,3759.889893
23/06/2022,1828.680054,3795.72998
24/06/2022,1824.953857,3911.73999
25/06/2022,1824.493042,
26/06/2022,1830.399658,
27/06/2022,1828.347534,3900.110107
28/06/2022,1822.885864,3821.550049
29/06/2022,1823.15332,3818.830078
30/06/2022,1814.808228,3785.379883
01/07/2022,1807.823608,3825.330078
02/07/2022,1812.982056,
03/07/2022,1812.249878,
04/07/2022,1813.07312,
05/07/2022,1770.947266,3831.389893
06/07/2022,1743.622681,3845.080078
07/07/2022,1744.089478,3902.620117
08/07/2022,1744.218872,3899.379883
09/07/2022,1739.738647,
10/07/2022,1743.069336,
11/07/2022,1733.929932,3854.429932
12/07/2022,1726.21582,3818.800049
13/07/2022,1736.992554,3801.780029
14/07/2022,1714.470459,3790.379883
15/07/2022,1705.360718,3863.159912
16/07/2022,1699.880249,
17/07/2022,1705.802124,
18/07/2022,1707.932251,3830.850098
19/07/2022,1706.46936,3936.689941
20/07/2022,1697.112671,3959.899902
21/07/2022,1716.708008,3998.949951
22/07/2022,1728.111816,3961.629883
23/07/2022,1726.191406,
24/07/2022,1724.220459,
25/07/2022,1717.254883,3966.840088
26/07/2022,1719.162842,3921.050049
27/07/2022,1736.020996,4023.610107
28/07/2022,1749.390503,4072.429932
29/07/2022,1764.184937,4130.290039
30/07/2022,1764.895996,
31/07/2022,1762.634033,
01/08/2022,1771.241943,4118.629883
02/08/2022,1752.777466,4091.189941
03/08/2022,1759.644897,4155.169922
04/08/2022,1789.282104,4151.939941
05/08/2022,1774.188843,4145.189941
06/08/2022,1768.03186,
07/08/2022,1768.762573,
08/08/2022,1781.543091,4140.060059
09/08/2022,1790.553955,4122.470215
10/08/2022,1786.353149,4210.240234
11/08/2022,1780.435181,4207.27002
12/08/2022,1795.796753,4280.149902
13/08/2022,1793.904175,
14/08/2022,1793.109619,
15/08/2022,1775.959106,4297.140137
16/08/2022,1771.848145,4305.200195
17/08/2022,1756.920166,4274.040039
18/08/2022,1750.938232,4283.740234
19/08/2022,1740.49292,4228.47998
20/08/2022,1739.674194,
21/08/2022,1739.81189,
22/08/2022,1732.180786,4137.990234
23/08/2022,1745.68335,4128.72998
24/08/2022,1745.525391,4140.77002
25/08/2022,1751.880737,4199.120117
26/08/2022,1731.153198,4057.659912
27/08/2022,1729.585327,
28/08/2022,1725.064209,
29/08/2022,1730.67749,4030.610107
30/08/2022,1715.31311,3986.159912
31/08/2022,1704.783081,3955
01/09/2022,1691.651001,3966.850098
02/09/2022,1704.184448,3924.26001
03/09/2022,1706.80603,
04/09/2022,1706.487427,
05/09/2022,1707.600708,
06/09/2022,1693.656128,3908.189941
07/09/2022,1709.45105,3979.870117
08/09/2022,1703.200317,4006.179932
09/09/2022,1710.691528,4067.360107
10/09/2022,1713.636841,
11/09/2022,1716.140625,
12/09/2022,1718.550781,4110.410156
13/09/2022,1694.663208,3932.689941
14/09/2022,1689.633545,3946.01001
15/09/2022,1654.909912,3901.350098
16/09/2022,1666.780762,3873.330078
17/09/2022,1668.081787,
18/09/2022,1668.536865,
19/09/2022,1665.839233,3899.889893
20/09/2022,1657.122803,3855.929932
21/09/2022,1662.517944,3789.929932
22/09/2022,1665.660278,3757.98999
23/09/2022,1637.920288,3693.22998
24/09/2022,1637.621582,
25/09/2022,1634.865845,
26/09/2022,1619.209106,3655.040039
27/09/2022,1621.632813,3647.290039
28/09/2022,1648.62793,3719.040039
29/09/2022,1656.146729,3640.469971
30/09/2022,1655.731689,3585.620117
01/10/2022,1654.730591,
02/10/2022,1656.767456,
03/10/2022,1696.606689,3678.429932
04/10/2022,1719.322388,3790.929932
05/10/2022,1709.516113,3783.280029
06/10/2022,1704.252075,3744.52002
07/10/2022,1690.877441,3639.659912
08/10/2022,1688.692261,
09/10/2022,1690.720703,
10/10/2022,1662.497681,3612.389893
11/10/2022,1660.619019,3588.840088
12/10/2022,1665.717285,3577.030029
13/10/2022,1657.442261,3669.909912
14/10/2022,1637.939453,3583.070068
15/10/2022,1636.841064,
16/10/2022,1640.794067,
17/10/2022,1645.488525,3677.949951
18/10/2022,1646.057373,3719.97998
19/10/2022,1621.928467,3695.159912
20/10/2022,1621.268555,3665.780029
21/10/2022,1649.329712,3752.75
22/10/2022,1651.253052,
23/10/2022,1657.881714,
24/10/2022,1644.452148,3797.340088
25/10/2022,1646.096924,3859.110107
26/10/2022,1660.042603,3830.600098
27/10/2022,1654.546631,3807.300049
28/10/2022,1637.992065,3901.060059
29/10/2022,1639.157227,
30/10/2022,1638.110596,
31/10/2022,1627.891724,3871.97998
01/11/2022,1640.703491,3856.100098
02/11/2022,1629.218018,3759.689941
03/11/2022,1625.610107,3719.889893
04/11/2022,1672.519409,3770.550049
05/11/2022,1672.796265,
06/11/2022,1664.704102,
07/11/2022,1666.295776,3806.800049
08/11/2022,1700.517212,3828.110107
09/11/2022,1695.79541,3748.570068
10/11/2022,1747.442749,3956.370117
11/11/2022,1775.934937,3992.929932
12/11/2022,1734.720825,
13/11/2022,1742.016602,
14/11/2022,1751.009033,3957.25
15/11/2022,1773.306519,3991.72998
16/11/2022,1765.312378,3958.790039
17/11/2022,1755.623901,3946.560059
18/11/2022,1741.891724,3965.340088
19/11/2022,1746.141846,
20/11/2022,1747.02417,
21/11/2022,1737.881592,3949.939941
22/11/2022,1734.552246,4003.580078
23/11/2022,1743.140869,4027.26001
24/11/2022,1745.661133,
25/11/2022,1749.078491,4026.120117
26/11/2022,1748.338623,
27/11/2022,1747.890137,
28/11/2022,1740.497192,3963.939941
29/11/2022,1739.430298,3957.629883
30/11/2022,1762.913086,4080.110107
01/12/2022,1791.167236,4076.570068
02/12/2022,1787.345459,4071.699951
03/12/2022,1785.914429,
04/12/2022,1791.499634,
05/12/2022,1770.705933,3998.840088
06/12/2022,1774.976196,3941.26001
07/12/2022,1786.986572,3933.919922
08/12/2022,1788.506714,3963.51001
09/12/2022,1794.705322,3934.379883
10/12/2022,1790.65686,
11/12/2022,1796.895142,
12/12/2022,1781.470093,3990.560059
