Date,BTC,PAXG
2020-03-13,5563.707031,1587.811035
2020-03-14,5200.366211,1558.69519
2020-03-15,5392.314941,1578.443237
2020-03-16,5014.47998,1547.879517
2020-03-17,5225.629395,1543.072266
2020-03-18,5238.438477,1513.48938
2020-03-19,6191.192871,1549.285645
2020-03-20,6198.77832,1524.383423
2020-03-21,6185.066406,1574.307861
2020-03-22,5830.254883,1532.936523
2020-03-23,6416.314941,1598.807739
2020-03-24,6734.803711,1654.797363
2020-03-25,6681.062988,1627.019531
2020-03-26,6716.44043,1697.147217
2020-03-27,6469.79834,1644.773438
2020-03-28,6242.193848,1650.326782
2020-03-29,5922.042969,1660.165894
2020-03-30,6429.841797,1654.207886
2020-03-31,6438.644531,1644.36499
2020-04-01,6606.776367,1629.561157
2020-04-02,6793.624512,1738.367432
2020-04-03,6733.387207,1733.380859
2020-04-04,6867.527344,1766.837769
2020-04-05,6791.129395,1733.605469
2020-04-06,7271.78125,1769.737549
2020-04-07,7176.414551,1637.374634
2020-04-08,7334.098633,1661.374023
2020-04-09,7302.089355,1664.069214
2020-04-10,6865.493164,1686.550293
2020-04-11,6859.083008,1686.738159
2020-04-12,6971.091797,1696.128662
2020-04-13,6845.037598,1705.874146
2020-04-14,6842.427734,1779.068848
2020-04-15,6642.109863,1736.567627
2020-04-16,7116.804199,1734.836548
2020-04-17,7096.18457,1731.806274
2020-04-18,7257.665039,1697.546753
2020-04-19,7189.424805,1709.983276
2020-04-20,6881.958496,1724.007324
2020-04-21,6880.323242,1721.205322
2020-04-22,7117.20752,1707.268433
2020-04-23,7429.724609,1722.895264
2020-04-24,7550.900879,1740.256226
2020-04-25,7569.936035,1747.778198
2020-04-26,7679.867188,1739.625732
2020-04-27,7795.601074,1722.461914
2020-04-28,7807.058594,1726.50769
2020-04-29,8801.038086,1739.495972
2020-04-30,8658.553711,1697.923096
2020-05-01,8864.766602,1741.493652
2020-05-02,8988.59668,1719.19873
2020-05-03,8897.46875,1706.999268
2020-05-04,8912.654297,1716.022461
2020-05-05,9003.070313,1696.59082
2020-05-06,9268.761719,1696.015625
2020-05-07,9951.518555,1706.032715
2020-05-08,9842.666016,1730.704224
2020-05-09,9593.896484,1712.854248
2020-05-10,8756.430664,1714.517334
2020-05-11,8601.795898,1699.556274
2020-05-12,8804.477539,1705.512451
2020-05-13,9269.987305,1717.175659
2020-05-14,9733.72168,1732.393066
2020-05-15,9328.197266,1735.514038
2020-05-16,9377.013672,1753.415405
2020-05-17,9670.739258,1764.334839
2020-05-18,9726.575195,1743.79895
2020-05-19,9729.038086,1764.936768
2020-05-20,9522.981445,1776.000732
2020-05-21,9081.761719,1748.476196
2020-05-22,9182.577148,1745.83728
2020-05-23,9209.287109,1742.186279
2020-05-24,8790.368164,1734.583984
2020-05-25,8906.93457,1727.144897
2020-05-26,8835.052734,1719.286743
2020-05-27,9181.017578,1712.977417
2020-05-28,9525.750977,1737.748413
2020-05-29,9439.124023,1746.740234
2020-05-30,9700.414063,1738.202148
2020-05-31,9461.058594,1749.810059
2020-06-01,10167.26855,1735.578003
2020-06-02,9529.803711,1726.568604
2020-06-03,9656.717773,1701.725464
2020-06-04,9800.636719,1719.589355
2020-06-05,9665.533203,1703.393433
2020-06-06,9653.679688,1689.400269
2020-06-07,9758.852539,1687.186401
2020-06-08,9771.489258,1697.67981
2020-06-09,9795.700195,1717.29187
2020-06-10,9870.094727,1733.497803
2020-06-11,9321.78125,1722.068481
2020-06-12,9480.84375,1704.484863
2020-06-13,9475.277344,1711.333496
2020-06-14,9386.788086,1715.399536
2020-06-15,9450.702148,1787.959839
2020-06-16,9538.024414,1793.951782
2020-06-17,9480.254883,1734.546387
2020-06-18,9411.84082,1748.523315
2020-06-19,9288.018555,1784.726929
2020-06-20,9332.34082,1763.038574
2020-06-21,9303.629883,1775.97168
2020-06-22,9648.717773,1774.884033
2020-06-23,9629.658203,1766.119141
2020-06-24,9313.610352,1761.791382
2020-06-25,9264.813477,1769.985107
2020-06-26,9162.917969,1774.238403
2020-06-27,9045.390625,1774.192505
2020-06-28,9143.582031,1812.990479
2020-06-29,9190.854492,1794.947754
2020-06-30,9137.993164,1790.047485
2020-07-01,9228.325195,1786.105347
2020-07-02,9123.410156,1796.786255
2020-07-03,9087.303711,1789.0177
2020-07-04,9132.488281,1780.854492
2020-07-05,9073.942383,1776.290649
2020-07-06,9375.474609,1795.259033
2020-07-07,9252.277344,1787.267944
2020-07-08,9428.333008,1806.709106
2020-07-09,9277.967773,1783.148804
2020-07-10,9278.807617,1801.598145
2020-07-11,9240.34668,1802.802124
2020-07-12,9276.5,1799.757568
2020-07-13,9243.614258,1811.619629
2020-07-14,9243.213867,1814.885132
2020-07-15,9192.836914,1801.78064
2020-07-16,9132.227539,1806.087402
2020-07-17,9151.392578,1808.631958
2020-07-18,9159.040039,1809.418579
2020-07-19,9185.817383,1815.486938
2020-07-20,9164.231445,1816.964722
2020-07-21,9374.887695,1845.795898
2020-07-22,9525.363281,1873.582642
2020-07-23,9581.072266,1885.545166
2020-07-24,9536.892578,1903.240234
2020-07-25,9677.113281,1900.342651
2020-07-26,9905.166992,1903.148315
2020-07-27,10990.87305,1956.661743
2020-07-28,10912.82324,1966.05835
2020-07-29,11100.46777,1979.978638
2020-07-30,11111.21387,1967.446777
2020-07-31,11323.4668,1986.943604
2020-08-01,11759.59277,1974.844971
2020-08-02,11053.61426,1985.152344
2020-08-03,11246.34863,1984.571777
2020-08-04,11205.89258,2035.794067
2020-08-05,11747.02246,2049.333008
2020-08-06,11779.77344,2083.294189
2020-08-07,11601.47266,2057.492676
2020-08-08,11754.0459,2040.971069
2020-08-09,11675.73926,2034.022705
2020-08-10,11878.11133,2043.313599
2020-08-11,11410.52539,1958.17041
2020-08-12,11584.93457,1943.293823
2020-08-13,11784.1377,1970.71582
2020-08-14,11768.87109,1958.382324
2020-08-15,11865.69824,1944.240356
2020-08-16,11892.80371,1957.178589
2020-08-17,12254.40234,1992.56189
2020-08-18,11991.2334,2026.840942
2020-08-19,11758.2832,1945.404419
2020-08-20,11878.37207,1961.816772
2020-08-21,11592.48926,1952.874512
2020-08-22,11681.8252,1947.046509
2020-08-23,11664.84766,1940.296997
2020-08-24,11774.5957,1933.931763
2020-08-25,11366.13477,1951.787598
2020-08-26,11488.36328,1958.833008
2020-08-27,11323.39746,1937.405518
2020-08-28,11542.5,1969.730835
2020-08-29,11506.86523,1963.703491
2020-08-30,11711.50586,1973.491211
2020-08-31,11680.82031,1969.627075
2020-09-01,11970.47852,1977.476563
2020-09-02,11414.03418,1947.086426
2020-09-03,10245.29688,1928.309692
2020-09-04,10511.81348,1946.859619
2020-09-05,10169.56738,1954.191162
2020-09-06,10280.35156,1931.65979
2020-09-07,10369.56348,1936.160889
2020-09-08,10131.5166,1927.848877
2020-09-09,10242.34766,1944.781372
2020-09-10,10363.13867,1947.245972
2020-09-11,10400.91504,1942.314331
2020-09-12,10442.1709,1935.687988
2020-09-13,10323.75586,1939.899902
2020-09-14,10680.83789,1953.260376
2020-09-15,10796.95117,1950.148926
2020-09-16,10974.90527,1969.706055
2020-09-17,10948.99023,1947.38855
2020-09-18,10944.58594,1952.673096
2020-09-19,11094.34668,1962.277344
2020-09-20,10938.27148,1960.280884
2020-09-21,10462.25977,1915.602051
2020-09-22,10538.45996,1909.264282
2020-09-23,10246.18652,1862.442505
2020-09-24,10760.06641,1877.414917
2020-09-25,10692.7168,1876.21814
2020-09-26,10750.72363,1858.099609
2020-09-27,10775.26953,1861.78064
2020-09-28,10709.65234,1878.285889
2020-09-29,10844.64063,1897.475098
2020-09-30,10784.49121,1880.542236
2020-10-01,10619.45215,1892.112793
2020-10-02,10575.97461,1902.681763
2020-10-03,10549.3291,1900.844971
2020-10-04,10669.58301,1890.697021
2020-10-05,10793.33984,1915.914551
2020-10-06,10604.40625,1879.144043
2020-10-07,10668.96875,1887.399414
2020-10-08,10915.68555,1894.9646
2020-10-09,11064.45801,1931.833008
2020-10-10,11296.36133,1925.088745
2020-10-11,11384.18164,1927.828125
2020-10-12,11555.36328,1918.318237
2020-10-13,11425.89941,1897.145752
2020-10-14,11429.50684,1901.294067
2020-10-15,11495.34961,1904.941528
2020-10-16,11322.12305,1900.570068
2020-10-17,11358.10156,1893.390381
2020-10-18,11483.35938,1896.732788
2020-10-19,11742.03711,1900.39978
2020-10-20,11916.33496,1901.940063
2020-10-21,12823.68945,1923.862427
2020-10-22,12965.8916,1907.098022
2020-10-23,12931.53906,1910.289917
2020-10-24,13108.0625,1914.435181
2020-10-25,13031.17383,1908.356689
2020-10-26,13075.24805,1903.130249
2020-10-27,13654.21875,1905.932739
2020-10-28,13271.28516,1892.295776
2020-10-29,13437.88281,1887.814087
2020-10-30,13546.52246,1897.5177
2020-10-31,13780.99512,1898.77771
2020-11-01,13737.10938,1895.979736
2020-11-02,13550.48926,1903.820679
2020-11-03,13950.30078,1917.476563
2020-11-04,14133.70703,1917.273315
2020-11-05,15579.84863,1958.821655
2020-11-06,15565.88086,1960.812256
2020-11-07,14833.75391,1955.045532
