Date,Price
05/21/2018,16.68
05/18/2018,16.38
05/17/2018,16.39
05/16/2018,16.25
05/15/2018,15.38
05/14/2018,15.7
2018-11-05,15.68
2018-10-05,15.66
2018-09-05,15.05
2018-08-05,14.63
2018-07-05,14.65
2018-04-05,14.04
2018-03-05,13.98
2018-02-05,14.08
2018-01-05,14.41
04/30/2018,14.6
04/27/2018,14.58
04/26/2018,14.51
04/25/2018,14.26
04/24/2018,14.22
04/23/2018,13.87
04/20/2018,14.02
04/19/2018,14.42
04/18/2018,14.84
04/17/2018,14.68
04/16/2018,14.92
04/13/2018,14.84
2018-12-04,14.44
2018-11-04,14.24
2018-10-04,14.16
2018-09-04,14.11
2018-06-04,13.76
2018-05-04,13.41
2018-04-04,13.83
2018-03-04,14.06
03/29/2018,14.04
03/28/2018,13.75
03/27/2018,14.38
03/26/2018,13.61
03/23/2018,13.23
03/22/2018,12.96
03/21/2018,13.27
03/20/2018,12.11
03/19/2018,11.62
03/16/2018,11.73
03/15/2018,11.74
03/14/2018,11.79
03/13/2018,12.11
2018-12-03,11.76
2018-09-03,11.79
2018-08-03,11.75
2018-07-03,11.27
2018-06-03,11.1
2018-05-03,10.99
2018-02-03,10.77
2018-01-03,10.62
02/28/2018,10.73
02/27/2018,10.77
02/26/2018,10.25
02/23/2018,10.43
02/22/2018,10.34
02/21/2018,10.18
02/20/2018,10.34
02/19/2018,10.5
02/16/2018,10.13
02/15/2018,10.16
02/14/2018,10.22
02/13/2018,10.52
2018-12-02,10.05
2018-09-02,9.79
2018-08-02,9.69
2018-07-02,9.56
2018-06-02,9.36
2018-05-02,9.63
2018-02-02,9.53
2018-01-02,9.85
01/31/2018,9.85
01/30/2018,9.46
01/29/2018,9.58
01/26/2018,9.67
01/25/2018,9.82
01/24/2018,10.02
01/23/2018,9.57
01/22/2018,9.31
01/19/2018,9.25
01/18/2018,8.89
01/17/2018,8.58
01/16/2018,8.45
01/15/2018,8.2
2018-12-01,8.26
2018-11-01,8.21
2018-10-01,8.28
2018-09-01,8.19
2018-08-01,8.07
2018-05-01,8.19
2018-04-01,8.18
2018-03-01,8.24
2018-02-01,8.22
12/29/2017,8.6
12/28/2017,8.64
12/27/2017,8.6
12/22/2017,8.62
12/21/2017,8.45
12/20/2017,8.24
12/19/2017,7.97
12/18/2017,7.86
12/15/2017,7.65
12/14/2017,7.56
12/13/2017,7.55
2017-12-12,7.61
2017-11-12,7.64
2017-08-12,7.58
2017-07-12,7.79
2017-06-12,7.72
2017-05-12,7.87
2017-04-12,8
2017-01-12,8.13
11/30/2017,7.97
11/29/2017,8.14
11/28/2017,8.04
11/27/2017,8.15
11/24/2017,8.21
11/23/2017,8.12
11/22/2017,7.83
11/21/2017,7.85
11/20/2017,7.9
11/17/2017,7.93
11/16/2017,7.95
11/15/2017,8.15
11/14/2017,7.85
11/13/2017,7.81
2017-10-11,7.86
2017-09-11,8.01
2017-08-11,8.18
2017-07-11,8.22
2017-06-11,8.36
2017-03-11,8.32
2017-02-11,8.1
2017-01-11,7.95
10/31/2017,7.81
10/30/2017,7.58
10/27/2017,7.61
10/26/2017,7.64
10/25/2017,7.84
10/24/2017,7.91
10/23/2017,7.87
10/20/2017,8
10/19/2017,8.08
10/18/2017,8.24
10/17/2017,7.84
10/16/2017,7.78
10/13/2017,7.78
2017-12-10,7.87
2017-11-10,7.85
2017-10-10,7.87
2017-09-10,7.48
2017-06-10,7.52
2017-05-10,7.42
2017-04-10,7.44
2017-03-10,7.52
2017-02-10,7.46
09/29/2017,7.59
09/28/2017,7.48
09/27/2017,7.46
09/26/2017,7.51
09/25/2017,7.78
09/22/2017,7.14
09/21/2017,7.05
09/20/2017,7.4
09/19/2017,7.52
09/18/2017,7.22
09/15/2017,7.44
09/14/2017,7.6
09/13/2017,7.6
2017-12-09,7.36
2017-11-09,7.37
2017-08-09,7.56
2017-07-09,7.4
2017-06-09,7.19
2017-05-09,7
2017-04-09,6.51
2017-01-09,6.43
08/31/2017,6.54
08/30/2017,6.62
08/29/2017,6.64
08/28/2017,6.7
08/25/2017,6.69
08/24/2017,6.55
08/23/2017,6.54
08/22/2017,6.37
08/21/2017,6.34
08/18/2017,6.41
08/17/2017,6.41
08/16/2017,6.39
08/15/2017,6.13
08/14/2017,6.12
2017-11-08,5.99
2017-10-08,5.96
2017-09-08,5.92
2017-08-08,5.77
2017-07-08,5.77
2017-04-08,5.86
2017-03-08,5.94
2017-02-08,5.93
2017-01-08,5.8
07/31/2017,5.73
07/28/2017,5.69
07/27/2017,5.65
07/26/2017,5.76
07/25/2017,5.67
07/24/2017,5.64
07/21/2017,5.6
07/20/2017,5.75
07/19/2017,5.84
07/18/2017,5.85
07/17/2017,5.82
07/14/2017,5.82
07/13/2017,5.76
2017-12-07,5.88
2017-11-07,5.73
2017-10-07,5.8
2017-07-07,5.74
2017-06-07,5.63
2017-05-07,5.43
2017-04-07,5.51
2017-03-07,5.53
06/30/2017,5.42
06/29/2017,5.46
06/28/2017,5.33
06/27/2017,5.33
06/26/2017,5.16
06/23/2017,5.25
06/22/2017,5.25
06/21/2017,5.26
06/20/2017,5.35
06/19/2017,5.31
06/16/2017,5.26
06/15/2017,5.33
06/14/2017,5.32
06/13/2017,5.4
2017-12-06,5.3
2017-09-06,5.42
2017-08-06,5.43
2017-07-06,5.26
2017-06-06,5.35
2017-05-06,5.55
2017-02-06,5.54
2017-01-06,5.45
05/31/2017,5.35
05/30/2017,5.53
05/29/2017,5.57
05/26/2017,5.58
05/25/2017,5.37
05/24/2017,5.3
05/23/2017,5.13
05/22/2017,5.29
05/19/2017,5.22
05/18/2017,5.13
05/17/2017,4.95
05/16/2017,4.91
05/15/2017,4.76
2017-12-05,4.83
2017-11-05,4.72
2017-10-05,4.82
2017-09-05,4.89
2017-08-05,4.79
2017-05-05,4.94
2017-04-05,4.87
2017-03-05,4.77
2017-02-05,4.81
2017-01-05,4.57
04/28/2017,4.94
04/27/2017,4.93
04/26/2017,4.98
04/25/2017,4.87
04/24/2017,5.02
04/21/2017,4.94
04/20/2017,5.12
04/19/2017,5.22
04/18/2017,5.24
04/13/2017,5.32
2017-12-04,5.31
2017-11-04,5.24
2017-10-04,5.15
2017-07-04,5.25
2017-06-04,5.43
2017-05-04,5.18
2017-04-04,4.98
2017-03-04,5.21
03/31/2017,5.04
03/30/2017,5.27
03/29/2017,5.11
03/28/2017,5.08
03/27/2017,4.97
03/24/2017,5.11
03/23/2017,5.32
03/22/2017,5.31
03/21/2017,5.28
03/20/2017,5.33
03/17/2017,5.48
03/16/2017,5.49
03/15/2017,5.54
03/14/2017,5.45
03/13/2017,5.5
2017-10-03,5.51
2017-09-03,5.46
2017-08-03,5.58
2017-07-03,5.72
2017-06-03,5.83
2017-03-03,5.94
2017-02-03,5.81
2017-01-03,6.26
02/28/2017,5.57
02/27/2017,5.53
02/24/2017,5.73
02/23/2017,5.7
02/22/2017,5.41
02/21/2017,5.39
02/20/2017,5.43
02/17/2017,5.31
02/16/2017,5.28
02/15/2017,5.42
02/14/2017,5.48
02/13/2017,5.24
2017-10-02,5.45
2017-09-02,5.62
2017-08-02,5.55
2017-07-02,5.5
2017-06-02,5.43
2017-03-02,5.49
2017-02-02,5.56
2017-01-02,5.61
01/31/2017,5.69
01/30/2017,5.34
01/27/2017,4.91
01/26/2017,5.19
01/25/2017,4.97
01/24/2017,5.07
01/23/2017,5.31
01/20/2017,5.42
01/19/2017,5.19
01/18/2017,4.83
01/17/2017,4.99
01/16/2017,4.69
01/13/2017,5.03
2017-12-01,5.03
2017-11-01,5.51
2017-10-01,5.49
2017-09-01,5.25
2017-06-01,5.03
2017-05-01,5.27
2017-04-01,5.7
2017-03-01,5.41
2017-02-01,6.11
12/30/2016,6.54
12/29/2016,6.34
12/28/2016,6.32
12/27/2016,6.32
12/23/2016,6.22
12/22/2016,6.07
12/21/2016,5.8
12/20/2016,5.23
12/19/2016,5.09
12/16/2016,4.93
12/15/2016,4.84
12/14/2016,5.01
12/13/2016,4.79
2016-12-12,4.87
2016-09-12,4.46
2016-08-12,4.61
2016-07-12,4.3
2016-06-12,4.5
2016-05-12,4.37
2016-02-12,4.3
2016-01-12,4.46
11/30/2016,4.58
11/29/2016,4.56
11/28/2016,4.74
11/25/2016,5
11/24/2016,5.34
11/23/2016,5.39
11/22/2016,5.51
11/21/2016,5.48
11/18/2016,5.58
11/17/2016,5.9
11/16/2016,5.55
11/15/2016,5.74
11/14/2016,5.41
2016-11-11,5.67
2016-10-11,5.92
2016-09-11,6.13
2016-08-11,6.15
2016-07-11,6.23
2016-04-11,6.41
2016-03-11,6.5
2016-02-11,6.24
2016-01-11,6.03
10/31/2016,5.9
10/28/2016,5.88
10/27/2016,5.81
10/26/2016,5.94
10/25/2016,5.81
10/24/2016,5.81
10/21/2016,5.89
10/20/2016,5.58
10/19/2016,5.67
10/18/2016,5.95
10/17/2016,5.87
10/14/2016,5.81
10/13/2016,5.65
2016-12-10,5.52
2016-11-10,5.43
2016-10-10,5.66
2016-07-10,5.69
2016-06-10,5.86
2016-05-10,5.48
2016-04-10,5.21
2016-03-10,5.31
09/30/2016,4.96
09/29/2016,5.02
09/28/2016,4.95
09/27/2016,4.43
09/26/2016,4.62
09/23/2016,4.54
09/22/2016,4.42
09/21/2016,4.21
09/20/2016,4.16
09/19/2016,4.4
09/16/2016,4.36
09/15/2016,4.14
09/14/2016,3.98
09/13/2016,4.02
2016-12-09,4.03
2016-09-09,4.08
2016-08-09,4.08
2016-07-09,4.01
2016-06-09,4.13
2016-05-09,3.93
2016-02-09,4.08
2016-01-09,4.37
08/31/2016,4.46
08/30/2016,4.54
08/29/2016,4.69
08/26/2016,4.69
08/25/2016,4.7
08/24/2016,4.6
08/23/2016,4.7
08/22/2016,4.89
08/19/2016,4.76
08/18/2016,4.68
08/17/2016,4.48
08/16/2016,4.69
08/15/2016,4.8
2016-12-08,4.89
2016-11-08,4.87
2016-10-08,4.76
2016-09-08,4.87
2016-08-08,4.94
2016-05-08,4.72
2016-04-08,4.68
2016-03-08,4.62
2016-02-08,4.4
2016-01-08,4.37
07/29/2016,4.41
07/28/2016,4.47
07/27/2016,4.52
07/26/2016,4.5
07/25/2016,4.58
07/22/2016,4.55
07/21/2016,4.64
07/20/2016,4.68
07/19/2016,4.66
07/18/2016,4.84
07/15/2016,4.92
07/14/2016,4.77
07/13/2016,4.78
2016-12-07,4.62
2016-11-07,4.42
2016-08-07,4.53
2016-07-07,4.57
2016-06-07,4.58
2016-05-07,4.7
2016-04-07,4.96
2016-01-07,4.61
06/30/2016,4.46
06/29/2016,4.51
06/28/2016,4.68
06/27/2016,4.76
06/24/2016,4.95
06/23/2016,5.63
06/22/2016,5.67
06/21/2016,5.54
06/20/2016,5.84
06/17/2016,5.66
06/16/2016,5.7
06/15/2016,5.89
06/14/2016,5.84
06/13/2016,5.84
2016-10-06,5.94
2016-09-06,6.1
2016-08-06,6.09
2016-07-06,6.1
2016-06-06,6.19
2016-03-06,5.93
2016-02-06,6.01
2016-01-06,5.95
05/31/2016,6.08
05/30/2016,6.1
05/27/2016,6.02
05/26/2016,6.01
05/25/2016,5.85
05/24/2016,5.78
05/23/2016,5.72
05/20/2016,5.95
05/19/2016,5.98
05/18/2016,6.05
05/17/2016,6.04
05/16/2016,6.1
05/13/2016,5.84
2016-12-05,5.8
2016-11-05,6.01
2016-10-05,5.89
2016-09-05,5.69
2016-06-05,5.85
2016-05-05,6.19
2016-04-05,6.12
2016-03-05,5.98
2016-02-05,6.1
04/29/2016,6.17
04/28/2016,6.33
04/27/2016,6.83
04/26/2016,6.61
04/25/2016,5.89
04/22/2016,5.96
04/21/2016,5.74
04/20/2016,5.54
04/19/2016,5.56
04/18/2016,5.46
04/15/2016,5.47
04/14/2016,5.6
04/13/2016,5.53
2016-12-04,5.58
2016-11-04,5.57
2016-08-04,5.41
2016-07-04,5.27
2016-06-04,5.3
2016-05-04,5.23
2016-04-04,5.32
2016-01-04,5.16
03/31/2016,5.2
03/30/2016,4.95
03/29/2016,4.77
03/24/2016,4.84
03/23/2016,4.79
03/22/2016,4.81
03/21/2016,4.86
03/18/2016,4.93
03/17/2016,4.99
03/16/2016,4.95
03/15/2016,4.85
03/14/2016,4.85
2016-11-03,4.98
2016-10-03,4.9
2016-09-03,5.07
2016-08-03,5.01
2016-07-03,5.09
2016-04-03,4.92
2016-03-03,4.88
2016-02-03,4.95
2016-01-03,4.99
02/29/2016,4.99
02/26/2016,4.98
02/25/2016,5.06
02/24/2016,4.85
02/23/2016,4.89
02/22/2016,5.4
02/19/2016,5.15
02/18/2016,5.24
02/17/2016,5.07
02/16/2016,4.67
02/15/2016,4.79
2016-12-02,5.05
2016-11-02,4.73
2016-10-02,4.87
2016-09-02,4.95
2016-08-02,5.23
2016-05-02,5.54
2016-04-02,5.6
2016-03-02,5.61
2016-02-02,5.81
2016-01-02,5.68
01/29/2016,6.04
01/28/2016,6.06
01/27/2016,5.9
01/26/2016,6.07
01/25/2016,5.87
01/22/2016,6.32
01/21/2016,6.17
01/20/2016,6.31
01/19/2016,6.81
01/18/2016,6.71
01/15/2016,6.67
01/14/2016,7.08
01/13/2016,7.24
2016-12-01,7.1
2016-11-01,7.12
2016-08-01,7.41
2016-07-01,7.54
2016-06-01,7.74
2016-05-01,7.99
2016-04-01,8.04
12/31/2015,8.22
12/30/2015,8.21
12/29/2015,8.27
12/28/2015,8.31
12/24/2015,8.19
12/23/2015,8.22
12/22/2015,8.25
12/21/2015,8.19
12/18/2015,8.06
12/17/2015,8.07
12/16/2015,8.13
12/15/2015,8.19
12/14/2015,8.07
2015-11-12,8.07
2015-10-12,8.36
2015-09-12,8.4
2015-08-12,8.41
2015-07-12,8.41
2015-04-12,8.52
2015-03-12,8.59
2015-02-12,8.48
2015-01-12,8.56
11/30/2015,8.58
11/27/2015,8.58
11/26/2015,8.58
11/25/2015,8.62
11/24/2015,8.65
11/23/2015,8.56
11/20/2015,8.51
11/19/2015,8.63
11/18/2015,8.58
11/17/2015,8.61
11/16/2015,8.53
11/13/2015,8.39
2015-12-11,8.37
2015-11-11,8.44
2015-10-11,8.44
2015-09-11,8.31
2015-06-11,8.4
2015-05-11,8.46
2015-04-11,8.39
2015-03-11,8.44
2015-02-11,8.59
10/30/2015,8.63
10/29/2015,8.67
10/28/2015,8.56
10/27/2015,8.6
10/26/2015,8.65
10/23/2015,8.62
10/22/2015,8.47
10/21/2015,8.44
10/20/2015,8.46
10/19/2015,8.34
10/16/2015,8.38
10/15/2015,8.41
10/14/2015,8.42
10/13/2015,8.32
2015-12-10,8.28
2015-09-10,8.33
2015-08-10,8.11
2015-07-10,8.09
2015-06-10,8.2
2015-05-10,8.19
2015-02-10,8.13
2015-01-10,8.15
09/30/2015,8.13
09/29/2015,7.96
09/28/2015,7.9
09/25/2015,7.98
09/24/2015,7.99
09/23/2015,8.05
09/22/2015,8
09/21/2015,7.96
09/18/2015,8.09
09/17/2015,8.21
09/16/2015,8.21
09/15/2015,8.15
09/14/2015,8.21
2015-11-09,8.24
2015-10-09,8.26
2015-09-09,8.25
2015-08-09,8.22
2015-07-09,8.06
2015-04-09,8.07
2015-03-09,8.15
2015-02-09,8.1
2015-01-09,7.99
08/31/2015,8.05
08/28/2015,8.09
08/27/2015,8.03
08/26/2015,8.08
08/25/2015,8.23
08/24/2015,8.15
08/21/2015,8.18
08/20/2015,8.34
08/19/2015,8.32
08/18/2015,8.25
08/17/2015,8.22
08/14/2015,8.3
08/13/2015,8.17
2015-12-08,8.17
2015-11-08,8.07
2015-10-08,7.9
2015-07-08,7.76
2015-06-08,7.82
2015-05-08,7.81
2015-04-08,7.88
2015-03-08,7.93
07/31/2015,7.85
07/30/2015,7.86
07/29/2015,8.04
07/28/2015,8
07/27/2015,8
07/24/2015,7.98
07/23/2015,8.05
07/22/2015,7.94
07/21/2015,7.94
07/20/2015,7.96
07/17/2015,7.72
07/16/2015,7.64
07/15/2015,7.74
07/14/2015,7.71
07/13/2015,7.77
2015-10-07,7.59
2015-09-07,7.46
2015-08-07,7.43
2015-07-07,7.44
2015-06-07,7.36
2015-03-07,7.42
2015-02-07,7.43
2015-01-07,7.47
06/30/2015,7.42
06/29/2015,7.33
06/26/2015,7.52
06/25/2015,7.58
06/24/2015,7.48
06/23/2015,7.48
06/22/2015,7.46
06/19/2015,7.41
06/18/2015,7.45
06/17/2015,7.46
06/16/2015,7.41
06/15/2015,7.51
2015-12-06,7.61
2015-11-06,7.5
2015-10-06,7.58
2015-09-06,7.56
2015-08-06,7.44
2015-05-06,7.4
2015-04-06,7.39
2015-03-06,7.48
2015-02-06,7.44
2015-01-06,7.24
05/29/2015,7.32
05/28/2015,7.18
05/27/2015,7.17
05/26/2015,7.22
05/25/2015,7.36
05/22/2015,7.3
05/21/2015,7.3
05/20/2015,7.35
05/19/2015,7.37
05/18/2015,7.6
05/15/2015,7.59
05/14/2015,7.55
05/13/2015,7.64
2015-12-05,7.59
2015-11-05,7.62
2015-08-05,7.53
2015-07-05,7.43
2015-06-05,7.53
2015-05-05,7.55
2015-04-05,7.58
2015-01-05,7.48
04/30/2015,7.39
04/29/2015,7.46
04/28/2015,7.35
04/27/2015,7.15
04/24/2015,7.28
04/23/2015,7.25
04/22/2015,7.09
04/21/2015,7.08
04/20/2015,7.13
04/17/2015,6.84
04/16/2015,6.87
04/15/2015,6.85
04/14/2015,6.8
04/13/2015,6.8
2015-10-04,6.94
2015-09-04,7.01
2015-08-04,7.12
2015-07-04,7.11
2015-06-04,7.15
2015-02-04,7.15
2015-01-04,7.14
03/31/2015,6.92
03/30/2015,6.88
03/27/2015,6.76
03/26/2015,6.95
03/25/2015,6.97
03/24/2015,7.03
03/23/2015,7.04
03/20/2015,7.04
03/19/2015,6.67
03/18/2015,6.74
03/17/2015,6.73
03/16/2015,6.49
03/13/2015,6.46
2015-12-03,6.41
2015-11-03,6.76
2015-10-03,6.82
2015-09-03,6.68
2015-06-03,6.8
2015-05-03,6.75
2015-04-03,7.02
2015-03-03,6.73
2015-02-03,6.95
02/27/2015,7.1
02/26/2015,7.06
02/25/2015,7.39
02/24/2015,7.47
02/23/2015,7.7
02/20/2015,7.32
02/19/2015,7.34
02/18/2015,7.49
02/17/2015,7.47
02/16/2015,7.65
02/13/2015,7.63
2015-12-02,7.39
2015-11-02,7.23
2015-10-02,7.1
2015-09-02,6.91
2015-06-02,6.95
2015-05-02,7
2015-04-02,6.93
2015-03-02,7.06
2015-02-02,7.13
01/30/2015,7.08
01/29/2015,7.06
01/28/2015,6.95
01/27/2015,6.84
01/26/2015,6.85
01/23/2015,6.8
01/22/2015,6.76
01/21/2015,7.32
01/20/2015,7.16
01/19/2015,7.21
01/16/2015,7.13
01/15/2015,7.12
01/14/2015,7.16
01/13/2015,7.29
2015-12-01,6.71
2015-09-01,6.71
2015-08-01,6.81
2015-07-01,6.78
2015-06-01,6.77
2015-05-01,6.9
2015-02-01,7.01
12/31/2014,7.25
12/30/2014,7.21
12/29/2014,7.25
12/28/2014,7.47
12/24/2014,7.37
12/23/2014,7.25
12/22/2014,7.11
12/21/2014,7.17
12/19/2014,7.08
12/18/2014,7.04
12/17/2014,6.99
12/16/2014,6.91
12/15/2014,6.89
12/14/2014,6.76
2014-12-12,6.66
2014-11-12,6.74
2014-10-12,6.56
2014-09-12,6.74
2014-08-12,6.66
2014-07-12,6.67
2014-05-12,6.66
2014-04-12,6.84
2014-03-12,6.89
2014-02-12,6.85
2014-01-12,7.07
11/30/2014,7.05
11/28/2014,7.04
11/27/2014,7.09
11/26/2014,7.19
11/25/2014,7.12
11/24/2014,7.04
11/21/2014,6.99
11/20/2014,6.95
11/19/2014,7.03
11/18/2014,7.01
11/17/2014,6.89
11/14/2014,6.61
11/13/2014,6.78
2014-12-11,6.84
2014-11-11,6.79
2014-10-11,6.71
2014-07-11,6.75
2014-06-11,6.62
2014-05-11,6.63
2014-04-11,6.47
2014-03-11,6.57
10/31/2014,6.34
10/30/2014,6.41
10/29/2014,6.41
10/28/2014,6.15
10/27/2014,6.27
10/24/2014,6.39
10/23/2014,6.32
10/22/2014,6.21
10/21/2014,6.17
10/20/2014,6.13
10/17/2014,6.12
10/16/2014,6.2
10/15/2014,6.14
10/14/2014,6.07
10/13/2014,6.04
2014-10-10,6.02
2014-09-10,6.1
2014-08-10,6.03
2014-07-10,5.72
2014-06-10,5.66
2014-03-10,5.66
2014-02-10,5.67
2014-01-10,5.79
09/30/2014,5.82
09/29/2014,5.75
09/26/2014,5.91
09/25/2014,5.8
09/24/2014,5.8
09/23/2014,5.65
09/22/2014,5.98
09/19/2014,6.01
09/18/2014,5.97
09/17/2014,5.88
09/16/2014,5.79
09/15/2014,5.91
2014-12-09,6.04
2014-11-09,6.1
2014-10-09,6.08
2014-09-09,6.12
2014-08-09,6.27
2014-05-09,6.26
2014-04-09,6.11
2014-03-09,6.32
2014-02-09,6.38
2014-01-09,6.39
08/29/2014,6.38
08/28/2014,6.43
08/27/2014,6.35
08/26/2014,6.29
08/25/2014,6.32
08/22/2014,6.35
08/21/2014,6.34
08/20/2014,6.41
08/19/2014,6.43
08/18/2014,6.32
08/15/2014,6.36
08/14/2014,6.21
08/13/2014,6.21
2014-12-08,6.09
2014-11-08,6.11
2014-08-08,5.96
2014-07-08,5.93
2014-06-08,6.19
2014-05-08,6.18
2014-04-08,6.22
2014-03-08,6.29
2014-01-08,6.26
07/31/2014,6.19
07/30/2014,6.11
07/29/2014,6.02
07/28/2014,6.17
07/25/2014,6.11
07/24/2014,6.03
07/23/2014,6.15
07/22/2014,6.15
07/21/2014,6.04
07/18/2014,5.98
07/17/2014,6.13
07/16/2014,6.02
07/15/2014,5.92
07/14/2014,5.86
2014-11-07,5.72
2014-10-07,5.66
2014-09-07,5.79
2014-08-07,5.73
2014-07-07,5.54
2014-06-07,5.67
2014-04-07,5.65
2014-03-07,5.99
2014-02-07,6.07
2014-01-07,6.01
06/30/2014,5.81
06/27/2014,5.76
06/26/2014,5.7
06/25/2014,5.71
06/24/2014,5.74
06/23/2014,5.79
06/20/2014,5.65
06/19/2014,5.54
06/18/2014,5.65
06/17/2014,5.7
06/16/2014,5.63
06/13/2014,5.66
2014-12-06,5.55
2014-11-06,5.36
2014-10-06,5.49
2014-09-06,5.53
2014-06-06,5.44
2014-05-06,5.54
2014-04-06,5.39
2014-03-06,5.43
2014-02-06,5.14
05/30/2014,5.05
05/29/2014,5.2
05/28/2014,5.2
05/27/2014,5.17
05/26/2014,5.09
05/23/2014,5.12
05/22/2014,5.16
05/21/2014,5.12
05/20/2014,4.84
05/19/2014,4.69
05/16/2014,4.79
05/15/2014,4.77
05/14/2014,5.1
05/13/2014,5.28
2014-12-05,5.3
2014-11-05,5.3
2014-09-05,5.24
2014-08-05,5.13
2014-07-05,5.12
2014-06-05,5.22
2014-05-05,5.21
2014-02-05,5.18
2014-01-05,5.41
04/30/2014,5.4
04/29/2014,5.41
04/28/2014,5.2
04/25/2014,5.06
04/24/2014,5.71
04/23/2014,5.66
04/22/2014,5.67
04/17/2014,5.54
04/16/2014,5.45
04/15/2014,5.53
04/14/2014,5.23
2014-11-04,5.31
2014-10-04,5.11
2014-09-04,4.93
2014-08-04,4.85
2014-07-04,4.97
2014-04-04,4.68
2014-03-04,4.85
2014-02-04,4.82
2014-01-04,5.04
03/31/2014,4.64
03/28/2014,4.34
03/27/2014,5.17
03/26/2014,5.8
03/25/2014,5.85
03/24/2014,5.86
03/21/2014,6.18
03/20/2014,6.01
03/19/2014,5.99
03/18/2014,5.75
03/17/2014,5.87
03/14/2014,6.29
03/13/2014,6.43
2014-12-03,6.5
2014-11-03,6.82
2014-10-03,6.89
2014-07-03,6.9
2014-06-03,6.8
2014-05-03,6.77
2014-04-03,6.81
2014-03-03,6.61
02/28/2014,7.06
02/27/2014,6.5
02/26/2014,6.48
02/25/2014,6.21
02/24/2014,6.99
02/21/2014,7.12
02/20/2014,6.97
02/19/2014,6.9
02/18/2014,6.73
02/17/2014,6.79
02/14/2014,6.57
02/13/2014,6.37
2014-12-02,6.34
2014-11-02,6.24
2014-10-02,6.4
2014-07-02,6.41
2014-06-02,6.43
2014-05-02,6.06
2014-04-02,5.8
2014-03-02,5.82
01/31/2014,5.5
01/30/2014,5.69
01/29/2014,5.48
01/28/2014,5.5
01/27/2014,5.35
01/24/2014,5.24
01/23/2014,5.01
01/22/2014,5.11
01/21/2014,5.02
01/20/2014,4.91
01/17/2014,5.05
01/16/2014,5.05
01/15/2014,4.8
01/14/2014,4.81
01/13/2014,4.62
2014-10-01,4.52
2014-09-01,4.5
2014-08-01,4.57
2014-07-01,4.66
2014-06-01,4.61
2014-03-01,4.69
2014-02-01,4.71
2014-01-01,4.93
12/31/2013,4.83
12/30/2013,4.91
12/27/2013,4.92
12/26/2013,4.99
12/24/2013,4.91
12/23/2013,4.78
12/20/2013,4.75
12/19/2013,4.93
12/18/2013,4.87
12/17/2013,4.89
12/16/2013,4.67
12/13/2013,4.8
2013-12-12,4.9
2013-11-12,4.88
2013-10-12,5.02
2013-09-12,4.9
2013-06-12,4.79
2013-05-12,4.64
2013-04-12,4.48
2013-03-12,4.48
2013-02-12,4.5
11/29/2013,4.36
11/28/2013,4.43
11/27/2013,4.47
11/26/2013,4.49
11/25/2013,4.4
11/24/2013,4.43
11/22/2013,4.43
11/21/2013,4.41
11/20/2013,4.49
11/19/2013,4.42
11/18/2013,4.34
11/15/2013,4.49
11/14/2013,4.58
11/13/2013,4.64
2013-12-11,4.64
2013-11-11,4.6
2013-08-11,4.48
2013-07-11,4.79
2013-06-11,4.77
2013-05-11,4.79
2013-04-11,4.55
2013-01-11,4.61
10/31/2013,4.8
10/30/2013,4.95
10/29/2013,5.08
10/28/2013,4.8
10/25/2013,4.99
10/24/2013,4.65
10/23/2013,4.6
10/22/2013,4.69
10/21/2013,4.57
10/18/2013,5.11
10/17/2013,5.16
10/16/2013,5.32
10/15/2013,4.94
10/14/2013,4.8
2013-11-10,4.6
2013-10-10,4.75
2013-09-10,4.78
2013-08-10,4.85
2013-07-10,4.95
2013-04-10,5.09
2013-03-10,5.19
2013-02-10,5.27
2013-01-10,5.14
09/30/2013,5.02
09/27/2013,5.39
09/26/2013,5.46
09/25/2013,5.37
09/24/2013,5.37
09/23/2013,5.41
09/20/2013,5.35
09/19/2013,5.35
09/18/2013,5.52
09/17/2013,5.66
09/16/2013,5.46
09/13/2013,5.39
2013-12-09,5.61
2013-11-09,5.25
2013-10-09,5.12
2013-09-09,5.3
2013-06-09,5.32
2013-05-09,4.95
2013-04-09,4.54
2013-03-09,4.4
2013-02-09,4.49
08/30/2013,4.55
08/29/2013,4.58
08/28/2013,4.59
08/27/2013,4.53
08/26/2013,4.41
08/23/2013,4.42
08/22/2013,4.51
08/21/2013,4.36
08/20/2013,4.34
08/19/2013,4.31
08/16/2013,4.34
08/15/2013,4.34
08/14/2013,4.34
08/13/2013,4.28
2013-12-08,4.3
2013-09-08,4.43
2013-08-08,4.5
2013-07-08,4.43
2013-06-08,4.49
2013-05-08,4.4
2013-02-08,4.37
2013-01-08,4.32
07/31/2013,4.31
07/30/2013,4.26
07/29/2013,4.3
07/26/2013,4.3
07/25/2013,4.27
07/24/2013,4.27
07/23/2013,4.23
07/22/2013,4.18
07/19/2013,4.16
07/18/2013,4.1
07/17/2013,4.1
07/16/2013,4.1
07/15/2013,4.03
2013-12-07,4.02
2013-11-07,4.07
2013-10-07,4.02
2013-09-07,4.14
2013-08-07,4.21
2013-05-07,4.26
2013-04-07,4.52
2013-03-07,4.66
2013-02-07,4.26
2013-01-07,4.21
06/28/2013,4.18
06/27/2013,4.4
06/26/2013,4.39
06/25/2013,4.25
06/24/2013,4.09
06/21/2013,4.35
06/20/2013,4.4
