Date,BTC,ETH,FTT,SOL,XRP
2022-07-14,20569.91992,1191.526245,25.85254478,37.10782242,0.333220989
2022-07-15,20836.32813,1233.12915,26.78756142,37.41592789,0.334535003
2022-07-16,21190.31641,1352.626465,27.96962166,39.57412338,0.350861013
2022-07-17,20779.34375,1338.635742,27.60633278,38.64472198,0.343412012
2022-07-18,22485.68945,1578.717896,29.96655655,43.7461586,0.366176993
2022-07-19,23389.43359,1542.97522,29.12787247,44.89987564,0.373225003
2022-07-20,23231.73242,1520.200684,28.78352737,42.09366989,0.360484004
2022-07-21,23164.62891,1576.749512,29.50235558,43.19059372,0.367036015
2022-07-22,22714.97852,1537.405151,28.97725868,40.61850357,0.358604014
2022-07-23,22465.47852,1549.297485,28.53791237,40.04097748,0.359540999
2022-07-24,22609.16406,1599.476685,29.14460754,41.00658417,0.359259993
2022-07-25,21361.70117,1445.383423,27.11045456,36.71199799,0.337314993
2022-07-26,21239.75391,1441.806763,27.02528954,36.19085312,0.337816
2022-07-27,22930.54883,1636.232666,29.39860153,40.30784988,0.359118015
2022-07-28,23843.88672,1725.46814,30.24714279,42.84526825,0.373376012
2022-07-29,23804.63281,1727.406982,31.13344383,41.92699814,0.368674994
2022-07-30,23656.20703,1695.969482,30.96461678,43.75588989,0.387764007
2022-07-31,23336.89648,1681.517334,30.40640068,42.4002037,0.380457997
2022-08-01,23314.19922,1635.195801,30.81554985,41.78648376,0.379976004
2022-08-02,22978.11719,1632.945435,29.41304207,39.75450516,0.37202099
2022-08-03,22846.50781,1618.874512,29.11205864,38.54441833,0.369852006
2022-08-04,22630.95703,1608.205811,29.13900375,38.83067322,0.371351004
2022-08-05,23289.31445,1732.254639,30.74950409,40.56103134,0.37659499
2022-08-06,22961.2793,1691.658081,30.41555214,40.05700684,0.371571004
2022-08-07,23175.89063,1699.35083,30.66813087,40.60559082,0.372505993
2022-08-08,23809.48633,1775.516113,31.48546982,42.1705513,0.37875399
2022-08-09,23164.31836,1703.025024,29.90163994,40.37262344,0.368101001
2022-08-10,23947.64258,1851.742676,31.34862137,42.36586761,0.381065011
2022-08-11,23957.5293,1881.224121,30.52724648,42.82178879,0.380562991
2022-08-12,24402.81836,1957.24646,31.21741867,45.33475876,0.379994988
2022-08-13,24424.06836,1981.336548,31.31477165,46.48534775,0.37796399
2022-08-14,24319.33398,1936.802002,30.86851311,44.91656876,0.376450986
2022-08-15,24136.97266,1904.228149,30.90486336,43.82322311,0.375773996
2022-08-16,23883.29102,1878.139404,30.70647049,43.15880585,0.377236992
2022-08-17,23335.99805,1832.999634,30.08518982,40.40305328,0.379707009
2022-08-18,23212.73828,1847.007813,29.92035103,39.54523087,0.370965004
2022-08-19,20877.55273,1612.987305,26.43770218,35.89025879,0.335049003
2022-08-20,21166.06055,1577.003784,26.73244095,35.26973343,0.337541014
2022-08-21,21534.12109,1619.31897,27.72037125,36.53319931,0.345301986
2022-08-22,21398.9082,1622.505859,27.71950912,35.47438049,0.344720989
2022-08-23,21528.08789,1662.769897,27.79137993,35.64625168,0.347092003
2022-08-24,21395.01953,1657.059204,27.56034088,34.95791626,0.346145004
2022-08-25,21600.9043,1696.457031,27.96648407,35.31646347,0.34949699
2022-08-26,20260.01953,1507.782837,25.95645714,31.72636223,0.338369995
2022-08-27,20041.73828,1491.39502,25.80418587,31.54243279,0.335346997
2022-08-28,19616.81445,1430.547363,25.41328049,30.3922863,0.323094994
2022-08-29,20297.99414,1553.037354,27.35210228,32.4652977,0.333797008
2022-08-30,19796.80859,1523.838867,26.5514679,31.41205597,0.326869011
2022-08-31,20049.76367,1553.684937,26.67275238,31.4729557,0.327870011
2022-09-01,20127.14063,1586.176758,26.90262032,31.5856781,0.333193988
2022-09-02,19969.77148,1577.220459,26.29268265,31.22793007,0.331259012
2022-09-03,19832.08789,1556.872681,26.19641304,31.10948372,0.329968989
2022-09-04,19986.71289,1577.641602,26.38751221,32.10695648,0.331799001
2022-09-05,19812.37109,1617.183228,26.60731506,32.19464874,0.33296001
2022-09-06,18837.66797,1561.748535,25.69022369,30.89174271,0.322207987
2022-09-07,19290.32422,1629.906372,26.0044136,32.71091843,0.337366998
2022-09-08,19329.83398,1635.347656,26.0458889,33.60864639,0.340245008
2022-09-09,21381.15234,1719.085449,27.25623512,34.73976517,0.357517004
2022-09-10,21680.53906,1776.203735,27.72219086,35.12672806,0.357681006
2022-09-11,21769.25586,1761.800049,27.85241127,34.96596146,0.35511899
2022-09-12,22370.44922,1713.765259,28.44346237,37.42418289,0.359445006
2022-09-13,20296.70703,1580.787964,25.99339867,33.43081665,0.333692014
2022-09-14,20241.08984,1634.755005,25.50290108,34.09157181,0.342081994
2022-09-15,19701.21094,1471.693481,24.06729317,33.04768372,0.326335013
2022-09-16,19772.58398,1432.447754,24.06205368,32.20885849,0.356687993
2022-09-17,20127.57617,1469.741699,24.64328575,33.7507782,0.377003998
2022-09-18,19419.50586,1335.329102,23.44345665,31.05985451,0.358323008
2022-09-19,19544.12891,1377.541382,24.20957184,32.68530273,0.38707301
2022-09-20,18890.78906,1324.388184,23.34715462,31.43304062,0.415183008
2022-09-21,18547.40039,1252.607788,22.80485725,30.82637787,0.396827996
2022-09-22,19413.55078,1327.680176,23.72374153,32.40890503,0.485101014
2022-09-23,19297.63867,1328.259521,23.88600922,33.67663574,0.507170975
2022-09-24,18937.01172,1317.993286,23.68642235,33.4626503,0.488716006
2022-09-25,18802.09766,1294.216797,23.52565765,32.33536148,0.492626995
2022-09-26,19222.67188,1335.32019,24.2084198,33.8805542,0.46767801
2022-09-27,19110.54688,1330.127686,23.68621635,32.7501297,0.448776007
2022-09-28,19426.7207,1337.410889,24.0842514,33.2354393,0.450672001
2022-09-29,19573.05078,1335.652344,24.31962013,33.9524498,0.485417008
2022-09-30,19431.78906,1327.978638,24.24028587,33.21244431,0.479773998
2022-10-01,19312.0957,1311.644409,24.2833252,32.46939468,0.475109994
2022-10-02,19044.10742,1276.093506,24.03232574,32.05569839,0.448850006
2022-10-03,19623.58008,1323.439209,24.76327705,32.96762085,0.462879002
2022-10-04,20336.84375,1362.126587,25.11747742,34.12247086,0.480174005
2022-10-05,20160.7168,1352.837158,24.77702713,34.07388306,0.489683002
2022-10-06,19955.44336,1351.709473,24.4938488,33.34281921,0.493184
2022-10-07,19546.84961,1332.516968,24.50328064,33.00146484,0.518278003
2022-10-08,19416.56836,1315.500488,24.13175964,32.57793427,0.51711297
2022-10-09,19446.42578,1322.604248,24.12228012,32.91388321,0.534061015
2022-10-10,19141.48438,1291.337646,23.57093811,31.97083473,0.497013986
2022-10-11,19051.41797,1279.575684,23.24582863,30.77686882,0.485397011
2022-10-12,19157.44531,1294.906372,23.36237526,31.16548538,0.488370001
2022-10-13,19382.9043,1288.123901,23.43865013,30.54451942,0.480812013
2022-10-14,19185.65625,1297.422119,23.45812988,30.00741768,0.488965988
2022-10-15,19067.63477,1274.871704,23.27086067,29.5753479,0.481507003
2022-10-16,19268.09375,1306.296631,23.73214531,30.16884041,0.477010012
2022-10-17,19550.75781,1331.713623,24.12624168,31.2248764,0.479918003
2022-10-18,19334.41602,1310.447021,23.58610535,30.16433144,0.465977013
2022-10-19,19139.53516,1285.744263,22.59569168,28.9007988,0.451227009
2022-10-20,19053.74023,1283.200928,22.4116745,28.08509636,0.448083997
2022-10-21,19172.46875,1299.946411,22.44794273,28.10867691,0.461097986
2022-10-22,19208.18945,1314.299194,22.58032417,28.01386261,0.465469986
2022-10-23,19567.00781,1363.447021,23.14757156,29.27007103,0.469033003
2022-10-24,19345.57227,1344.998535,22.79256058,28.31006432,0.453821003
2022-10-25,20095.85742,1461.665405,23.87618446,30.93997574,0.461544007
2022-10-26,20770.44141,1566.56665,24.64817619,31.28472137,0.469375998
2022-10-27,20285.83594,1514.374878,24.26979065,30.63062477,0.462406993
2022-10-28,20595.35156,1555.477905,24.7888298,32.11126328,0.473980993
2022-10-29,20818.47656,1619.698486,25.43245125,32.85712814,0.470416009
2022-10-30,20635.60352,1590.783325,25.64755058,32.96593094,0.458454996
2022-10-31,20495.77344,1572.714478,26.10943031,32.61103821,0.465914994
2022-11-01,20485.27344,1579.70459,25.87347794,32.24842453,0.464576989
2022-11-02,20159.50391,1519.711792,25.0316124,30.7880764,0.450874001
2022-11-03,20209.98828,1531.541748,24.35831451,30.8438797,0.455134988
2022-11-04,21147.23047,1645.093384,25.47249222,33.78085327,0.504404008
2022-11-05,21282.69141,1627.968018,24.05929565,36.76576233,0.493330002
2022-11-06,20926.48633,1572.234741,22.26925087,32.68358231,0.470670015
2022-11-07,20602.81641,1568.591309,22.14219666,29.60134506,0.465856999
2022-11-08,18541.27148,1332.835571,5.518904209,24.15293694,0.406242013
2022-11-09,15880.78027,1100.1698,2.300627947,13.94085693,0.333180994
2022-11-10,17586.77148,1299.4646,3.516937971,17.68140793,0.395705014
2022-11-11,17034.29297,1287.221069,2.590421915,16.32674599,0.384158999
2022-11-12,16799.18555,1255.268311,2.088901043,14.53900146,0.363676995
2022-11-13,16353.36523,1221.819214,1.489264011,13.16452885,0.340296
2022-11-14,16618.19922,1241.604248,1.474763989,14.00135612,0.376406014
2022-11-15,16884.61328,1251.736206,1.835912943,14.30129433,0.388520986
2022-11-16,16669.43945,1215.602539,1.623175025,14.28550816,0.376300991
2022-11-17,16687.51758,1200.808594,1.561679006,13.63873482,0.382544011
2022-11-18,16697.77734,1212.300293,1.457185984,13.2474966,0.383062989
2022-11-19,16711.54688,1218.426758,1.416962028,12.85101414,0.384698987
2022-11-20,16291.83203,1142.466675,1.334314942,12.25283337,0.361945003
2022-11-21,15787.28418,1108.353027,1.255802989,11.84620857,0.364798993
2022-11-22,16189.76953,1135.173462,1.331148982,12.43562508,0.376060992
2022-11-23,16610.70703,1183.199585,1.298517942,14.35151196,0.381581008
2022-11-24,16604.46484,1203.983154,1.376588941,14.58235073,0.401991993
2022-11-25,16521.8418,1198.925903,1.400514007,14.06313801,0.408412009
2022-11-26,16464.28125,1205.897949,1.364938974,14.15919399,0.396629006
2022-11-27,16444.62695,1195.126953,1.315469027,14.11576653,0.396820992
2022-11-28,16217.32227,1170.086182,1.29509306,13.40451813,0.390318006
2022-11-29,16444.98242,1216.901245,1.303768992,13.36973381,0.39854899
2022-11-30,17168.56641,1295.688599,1.33989203,14.11544514,0.408742994
2022-12-01,16967.13281,1276.273926,1.290675044,13.48096848,0.396708012
2022-12-02,17088.66016,1294.303345,1.307384968,13.71564007,0.396272987
2022-12-03,16908.23633,1243.334839,1.314702034,13.30245781,0.388146996
2022-12-04,17130.48633,1280.256592,1.387223005,13.7182188,0.390735
2022-12-05,16974.82617,1259.676758,1.391309023,13.83111286,0.389584005
2022-12-06,17089.50391,1271.653809,1.454684019,14.2888546,0.392093986
2022-12-07,16848.12695,1232.4375,1.39210701,13.51965332,0.383720994
2022-12-08,17233.47461,1281.116333,1.363870978,13.68922234,0.394544989
2022-12-09,17133.15234,1264.28479,1.700539947,13.5801878,0.389153004
2022-12-10,17128.72461,1266.384155,1.516556025,13.57699585,0.386698008
2022-12-11,17104.19336,1263.86853,1.523437977,13.42780972,0.381749004
2022-12-12,16991.17188,1254.328857,1.493753672,13.16332054,0.374595106
