Date,BTC-USD,ETH-USD,FTT-USD,SOL-USD,XRP-USD
29/09/2022,19573.05078,1335.652344,24.31962013,33.9524498,0.485417008
30/09/2022,19431.78906,1327.978638,24.24028587,33.21244431,0.479773998
01/10/2022,19312.0957,1311.644409,24.2833252,32.46939468,0.475109994
02/10/2022,19044.10742,1276.093506,24.03232574,32.05569839,0.448850006
03/10/2022,19623.58008,1323.439209,24.76327705,32.96762085,0.462879002
04/10/2022,20336.84375,1362.126587,25.11747742,34.12247086,0.480174005
05/10/2022,20160.7168,1352.837158,24.77702713,34.07388306,0.489683002
06/10/2022,19955.44336,1351.709473,24.4938488,33.34281921,0.493184
07/10/2022,19546.84961,1332.516968,24.50328064,33.00146484,0.518278003
08/10/2022,19416.56836,1315.500488,24.13175964,32.57793427,0.51711297
09/10/2022,19446.42578,1322.604248,24.12228012,32.91388321,0.534061015
10/10/2022,19141.48438,1291.337646,23.57093811,31.97083473,0.497013986
11/10/2022,19051.41797,1279.575684,23.24582863,30.77686882,0.485397011
12/10/2022,19157.44531,1294.906372,23.36237526,31.16548538,0.488370001
13/10/2022,19382.9043,1288.123901,23.43865013,30.54451942,0.480812013
14/10/2022,19185.65625,1297.422119,23.45812988,30.00741768,0.488965988
15/10/2022,19067.63477,1274.871704,23.27086067,29.5753479,0.481507003
16/10/2022,19268.09375,1306.296631,23.73214531,30.16884041,0.477010012
17/10/2022,19550.75781,1331.713623,24.12624168,31.2248764,0.479918003
18/10/2022,19334.41602,1310.447021,23.58610535,30.16433144,0.465977013
19/10/2022,19139.53516,1285.744263,22.59569168,28.9007988,0.451227009
20/10/2022,19053.74023,1283.200928,22.4116745,28.08509636,0.448083997
21/10/2022,19172.46875,1299.946411,22.44794273,28.10867691,0.461097986
22/10/2022,19208.18945,1314.299194,22.58032417,28.01386261,0.465469986
23/10/2022,19567.00781,1363.447021,23.14757156,29.27007103,0.469033003
24/10/2022,19345.57227,1344.998535,22.79256058,28.31006432,0.453821003
25/10/2022,20095.85742,1461.665405,23.87618446,30.93997574,0.461544007
26/10/2022,20770.44141,1566.56665,24.64817619,31.28472137,0.469375998
27/10/2022,20285.83594,1514.374878,24.26979065,30.63062477,0.462406993
28/10/2022,20595.35156,1555.477905,24.7888298,32.11126328,0.473980993
29/10/2022,20818.47656,1619.698486,25.43245125,32.85712814,0.470416009
30/10/2022,20635.60352,1590.783325,25.64755058,32.96593094,0.458454996
31/10/2022,20495.77344,1572.714478,26.10943031,32.61103821,0.465914994
01/11/2022,20485.27344,1579.70459,25.87347794,32.24842453,0.464576989
02/11/2022,20159.50391,1519.711792,25.0316124,30.7880764,0.450874001
03/11/2022,20209.98828,1531.541748,24.35831451,30.8438797,0.455134988
04/11/2022,21147.23047,1645.093384,25.47249222,33.78085327,0.504404008
05/11/2022,21282.69141,1627.968018,24.05929565,36.76576233,0.493330002
06/11/2022,20926.48633,1572.234741,22.26925087,32.68358231,0.470670015
07/11/2022,20602.81641,1568.591309,22.14219666,29.60134506,0.465856999
08/11/2022,18541.27148,1332.835571,5.518904209,24.15293694,0.406242013
09/11/2022,15880.78027,1100.1698,2.300627947,13.94085693,0.333180994
10/11/2022,17586.77148,1299.4646,3.516937971,17.68140793,0.395705014
11/11/2022,17034.29297,1287.221069,2.590421915,16.32674599,0.384158999
12/11/2022,16799.18555,1255.268311,2.088901043,14.53900146,0.363676995
13/11/2022,16353.36523,1221.819214,1.489264011,13.16452885,0.340296
14/11/2022,16618.19922,1241.604248,1.474763989,14.00135612,0.376406014
15/11/2022,16884.61328,1251.736206,1.835912943,14.30129433,0.388520986
16/11/2022,16669.43945,1215.602539,1.623175025,14.28550816,0.376300991
17/11/2022,16687.51758,1200.808594,1.561679006,13.63873482,0.382544011
18/11/2022,16697.77734,1212.300293,1.457185984,13.2474966,0.383062989
19/11/2022,16711.54688,1218.426758,1.416962028,12.85101414,0.384698987
20/11/2022,16291.83203,1142.466675,1.334314942,12.25283337,0.361945003
21/11/2022,15787.28418,1108.353027,1.255802989,11.84620857,0.364798993
22/11/2022,16189.76953,1135.173462,1.331148982,12.43562508,0.376060992
23/11/2022,16610.70703,1183.199585,1.298517942,14.35151196,0.381581008
24/11/2022,16604.46484,1203.983154,1.376588941,14.58235073,0.401991993
25/11/2022,16521.8418,1198.925903,1.400514007,14.06313801,0.408412009
26/11/2022,16464.28125,1205.897949,1.364938974,14.15919399,0.396629006
27/11/2022,16444.62695,1195.126953,1.315469027,14.11576653,0.396820992
28/11/2022,16217.32227,1170.086182,1.29509306,13.40451813,0.390318006
29/11/2022,16444.98242,1216.901245,1.303768992,13.36973381,0.39854899
30/11/2022,17168.56641,1295.688599,1.33989203,14.11544514,0.408742994
01/12/2022,16967.13281,1276.273926,1.290675044,13.48096848,0.396708012
02/12/2022,17088.66016,1294.303345,1.307384968,13.71564007,0.396272987
03/12/2022,16908.23633,1243.334839,1.314702034,13.30245781,0.388146996
04/12/2022,17130.48633,1280.256592,1.387223005,13.7182188,0.390735
05/12/2022,16974.82617,1259.676758,1.391309023,13.83111286,0.389584005
06/12/2022,17089.50391,1271.653809,1.454684019,14.2888546,0.392093986
07/12/2022,16848.12695,1232.4375,1.39210701,13.51965332,0.383720994
08/12/2022,17233.47461,1281.116333,1.363870978,13.68922234,0.394544989
09/12/2022,17133.15234,1264.28479,1.700539947,13.5801878,0.389153004
10/12/2022,17128.72461,1266.384155,1.516556025,13.57699585,0.386698008
11/12/2022,17104.19336,1263.86853,1.523437977,13.42780972,0.381749004
12/12/2022,16987.66602,1255.28186,1.487611055,13.20302677,0.376286089
